Route,Route Name,Day of Week,Direction,Trip,Date,Passengers On,Passengers Off,Passenger Miles,Trip Max Load,Trip Load Factor,Act. Trip Travel Distance (Miles),Act. Trip Travel Time (Min.)
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1213,2025-07-29,21,21,97.6,14,0.209,10.5,50.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1241,2025-07-29,23,26,96.4,12,0.199,10.7,48.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1255,2025-07-29,33,30,133.1,20,0.281,11.2,47.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1255,2025-07-29,37,39,138.3,22,0.266,10.7,57.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1309,2025-07-29,15,13,84.0,10,0.178,10.4,41.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1335,2025-07-29,26,26,170.6,21,0.364,10.7,51.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1351,2025-07-29,14,15,58.1,9,0.119,10.7,54.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1405,2025-07-29,44,44,225.1,29,0.463,10.7,54.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1433,2025-07-29,21,19,94.9,14,0.202,10.7,49.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1447,2025-07-29,8,6,58.9,8,0.122,10.7,53.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1502,2025-07-29,10,9,49.5,7,0.102,10.7,51.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1530,2025-07-29,14,14,81.4,10,0.173,10.7,66.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1545,2025-07-29,31,31,138.1,19,0.260,11.3,62.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1600,2025-07-29,25,25,148.6,16,0.311,11.0,56.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1638,2025-07-29,23,23,122.8,17,0.249,10.8,47.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1654,2025-07-29,28,25,125.2,17,0.263,10.8,46.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1710,2025-07-29,11,11,57.7,9,0.122,10.7,48.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1734,2025-07-29,43,43,183.8,26,0.417,10.8,60.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1750,2025-07-29,38,38,183.3,24,0.401,10.8,58.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1806,2025-07-29,26,26,116.9,17,0.251,10.7,63.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1846,2025-07-29,8,9,52.7,8,0.135,0.0,35.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1902,2025-07-29,22,20,80.2,12,0.163,10.7,44.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1918,2025-07-29,10,8,83.9,10,0.180,10.6,41.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1942,2025-07-29,7,2,60.8,6,0.134,10.6,45.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1958,2025-07-29,19,13,73.4,9,0.164,11.0,44.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0550,2025-07-30,17,16,94.2,12,0.201,10.6,43.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0639,2025-07-30,11,11,49.2,9,0.099,10.7,41.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0653,2025-07-30,16,16,60.0,8,0.124,10.7,42.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0728,2025-07-30,34,31,201.6,27,0.431,10.7,50.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0742,2025-07-30,23,28,53.7,11,0.143,11.7,43.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0834,2025-07-30,18,18,98.9,14,0.199,10.7,47.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0849,2025-07-30,20,20,75.1,15,0.145,10.7,57.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0925,2025-07-30,43,42,194.5,22,0.409,10.8,47.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0939,2025-07-30,21,21,117.4,14,0.253,10.7,44.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1022,2025-07-30,29,29,110.1,19,0.214,10.7,57.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1035,2025-07-30,14,15,68.5,11,0.131,10.7,49.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1117,2025-07-30,25,24,111.6,22,0.261,0.0,45.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1129,2025-07-30,15,14,82.6,11,0.177,10.7,46.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1213,2025-07-30,31,19,148.1,21,0.296,10.6,53.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1227,2025-07-30,12,12,68.0,9,0.133,10.7,59.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1309,2025-07-30,36,37,139.0,22,0.320,11.8,51.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1323,2025-07-30,31,22,176.2,22,0.369,10.8,51.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1405,2025-07-30,16,16,73.8,10,0.147,10.6,59.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1502,2025-07-30,7,7,37.3,5,0.080,10.6,45.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1600,2025-07-30,36,37,141.2,20,0.349,0.0,77.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1710,2025-07-30,12,12,33.3,9,0.089,10.6,46.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1806,2025-07-30,27,27,145.3,19,0.294,10.7,61.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1918,2025-07-30,24,20,144.3,18,0.394,0.0,47.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0550,2025-07-31,9,11,41.7,8,0.090,11.2,38.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0555,2025-07-31,0,7,0.0,0,0.000,11.0,36.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0644,2025-07-31,0,7,0.0,0,0.000,10.6,45.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0653,2025-07-31,13,13,67.7,8,0.144,10.6,43.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0742,2025-07-31,17,16,105.0,13,0.211,11.2,58.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0749,2025-07-31,1,9,0.0,0,0.000,10.8,46.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0842,2025-07-31,24,23,130.6,15,0.282,10.6,54.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0849,2025-07-31,16,16,87.1,11,0.173,0.0,46.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0939,2025-07-31,11,10,60.9,10,0.133,10.7,46.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0943,2025-07-31,6,6,27.5,4,0.058,10.5,43.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1035,2025-07-31,30,20,160.6,21,0.357,10.7,44.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1035,2025-07-31,8,8,42.6,6,0.087,10.6,48.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1129,2025-07-31,17,15,75.7,11,0.165,10.6,55.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1131,2025-07-31,16,22,28.2,8,0.048,10.7,49.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1227,2025-07-31,20,16,88.6,12,0.199,10.8,48.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1227,2025-07-31,14,11,37.0,11,0.073,10.6,55.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1323,2025-07-31,10,10,13.0,4,0.026,10.6,51.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1323,2025-07-31,30,24,175.3,21,0.435,12.0,47.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1419,2025-07-31,13,15,50.6,8,0.103,10.6,45.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1515,2025-07-31,19,19,100.9,12,0.196,10.7,55.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1622,2025-07-31,42,36,213.5,25,0.446,11.3,50.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1718,2025-07-31,35,35,214.3,25,0.463,10.8,67.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1830,2025-07-31,1,6,1.0,1,0.003,10.7,41.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1926,2025-07-31,19,12,84.3,10,0.183,10.5,44.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0536,2025-08-01,9,8,63.4,9,0.140,10.7,42.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0550,2025-08-01,8,8,56.9,7,0.118,11.4,38.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0639,2025-08-01,15,15,87.7,11,0.188,10.7,40.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0653,2025-08-01,16,16,69.7,11,0.152,10.7,41.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0728,2025-08-01,26,24,142.5,15,0.312,10.8,51.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0742,2025-08-01,24,24,118.7,15,0.254,10.8,53.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0834,2025-08-01,14,14,87.7,10,0.178,10.7,41.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0849,2025-08-01,14,14,72.2,13,0.139,10.7,45.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0925,2025-08-01,15,14,68.5,9,0.147,10.8,42.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0939,2025-08-01,8,8,28.7,7,0.059,10.7,43.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1022,2025-08-01,22,22,94.9,16,0.196,10.7,49.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1035,2025-08-01,7,9,13.3,3,0.027,10.7,47.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1117,2025-08-01,23,20,116.0,14,0.254,10.7,47.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1129,2025-08-01,14,14,69.5,11,0.139,10.8,50.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1213,2025-08-01,23,24,119.4,17,0.227,11.5,54.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1227,2025-08-01,18,18,87.7,13,0.176,10.9,52.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1240,2025-08-01,12,12,62.3,11,0.121,10.8,53.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1309,2025-08-01,29,20,148.4,17,0.320,10.9,45.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1323,2025-08-01,12,17,21.5,4,0.039,12.1,57.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1335,2025-08-01,5,6,21.2,3,0.045,10.8,45.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1405,2025-08-01,22,22,116.1,16,0.245,10.7,53.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1433,2025-08-01,31,32,148.1,18,0.306,10.7,65.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1502,2025-08-01,4,5,20.4,3,0.043,10.6,44.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1534,2025-08-01,15,12,77.5,9,0.173,10.8,50.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1600,2025-08-01,21,21,148.7,17,0.327,10.7,65.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1630,2025-08-01,44,44,328.5,40,0.669,10.5,68.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1710,2025-08-01,22,18,118.4,15,0.265,10.7,44.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1742,2025-08-01,13,10,99.8,12,0.212,10.8,46.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1806,2025-08-01,11,15,72.5,8,0.155,10.8,52.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1838,2025-08-01,23,23,149.9,20,0.321,10.4,49.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1934,2025-08-01,9,4,81.3,9,0.172,10.7,40.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0550,2025-08-04,12,13,69.2,10,0.161,10.7,38.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0604,2025-08-04,16,16,92.0,13,0.196,10.6,40.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0653,2025-08-04,16,15,88.8,12,0.179,10.7,42.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0707,2025-08-04,19,19,120.8,15,0.238,10.6,40.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0742,2025-08-04,23,19,161.1,19,0.343,10.8,53.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0757,2025-08-04,26,20,197.5,21,0.414,11.3,56.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0849,2025-08-04,22,22,99.8,14,0.213,10.7,49.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0903,2025-08-04,13,8,61.0,9,0.125,10.6,45.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0939,2025-08-04,4,7,2.0,1,0.003,10.6,47.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0953,2025-08-04,11,15,55.2,6,0.144,12.1,42.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1035,2025-08-04,17,17,94.4,13,0.189,10.7,50.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1049,2025-08-04,7,7,59.8,7,0.122,10.8,48.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1129,2025-08-04,9,9,31.1,6,0.065,10.9,43.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1143,2025-08-04,23,22,101.6,16,0.208,10.7,49.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1227,2025-08-04,23,23,134.9,18,0.281,10.8,53.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1240,2025-08-04,9,9,46.1,6,0.084,10.7,47.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1323,2025-08-04,16,16,52.5,9,0.116,11.1,50.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1335,2025-08-04,22,22,106.3,14,0.226,10.7,50.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1433,2025-08-04,31,31,138.0,17,0.276,10.7,61.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1534,2025-08-04,12,12,35.1,9,0.089,10.7,46.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1630,2025-08-04,49,49,256.9,44,0.599,10.8,60.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1742,2025-08-04,9,9,45.3,8,0.090,10.7,48.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1838,2025-08-04,25,25,123.3,15,0.263,10.5,51.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0536,2025-08-05,8,8,71.0,8,0.156,10.3,33.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0543,2025-08-05,18,18,99.4,17,0.230,10.3,36.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0609,2025-08-05,8,8,72.0,8,0.124,11.5,39.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0618,2025-08-05,7,7,41.5,5,0.092,10.3,38.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0632,2025-08-05,36,32,221.3,26,0.461,10.8,45.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0639,2025-08-05,25,25,111.9,19,0.217,10.5,37.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0658,2025-08-05,14,6,113.0,14,0.248,10.6,46.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0721,2025-08-05,10,10,34.2,9,0.070,10.7,37.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0728,2025-08-05,29,23,179.2,23,0.409,0.0,50.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0735,2025-08-05,33,33,145.6,25,0.297,10.7,40.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0804,2025-08-05,19,19,152.0,18,0.305,10.7,44.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0812,2025-08-05,50,52,209.2,36,0.499,10.5,54.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0827,2025-08-05,29,29,106.4,21,0.258,10.8,53.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0834,2025-08-05,17,17,77.4,11,0.154,10.6,46.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0857,2025-08-05,59,44,231.3,36,0.503,10.8,57.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0917,2025-08-05,15,15,68.7,11,0.131,10.5,47.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0925,2025-08-05,13,16,69.4,12,0.141,10.4,43.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0930,2025-08-05,6,6,32.4,4,0.066,10.6,40.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0956,2025-08-05,11,8,55.6,8,0.105,0.0,44.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1007,2025-08-05,14,16,60.7,8,0.127,10.3,35.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1021,2025-08-05,38,36,114.0,23,0.258,10.8,46.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1022,2025-08-05,6,6,38.5,5,0.077,10.4,40.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1049,2025-08-05,13,12,54.2,9,0.119,11.3,47.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1103,2025-08-05,23,23,93.3,12,0.195,10.7,50.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1103,2025-08-05,12,8,79.8,9,0.175,10.6,43.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1117,2025-08-05,30,30,116.9,16,0.226,10.9,52.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1117,2025-08-05,14,16,42.3,10,0.103,0.0,41.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1145,2025-08-05,27,27,95.4,15,0.191,10.5,53.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1159,2025-08-05,14,12,75.6,10,0.162,10.7,45.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1159,2025-08-05,16,16,89.8,12,0.186,10.7,48.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1213,2025-08-05,41,40,203.7,28,0.420,10.7,50.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1213,2025-08-05,11,11,58.9,8,0.130,10.5,48.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1241,2025-08-05,20,20,73.9,9,0.155,10.7,47.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1255,2025-08-05,22,22,86.9,12,0.177,10.7,58.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1255,2025-08-05,9,7,59.3,8,0.126,10.6,45.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1309,2025-08-05,37,37,185.2,27,0.363,10.7,50.9
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1309,2025-08-05,15,14,61.1,8,0.140,10.5,49.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1335,2025-08-05,35,35,179.8,24,0.371,10.7,60.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1351,2025-08-05,11,13,28.7,6,0.053,10.7,43.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1351,2025-08-05,17,17,79.3,13,0.152,10.7,55.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1405,2025-08-05,28,28,154.8,20,0.310,10.7,55.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1405,2025-08-05,26,26,167.0,21,0.329,10.6,60.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1433,2025-08-05,40,36,133.6,23,0.319,10.7,57.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1447,2025-08-05,25,25,142.2,16,0.297,10.7,68.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1447,2025-08-05,10,9,52.1,8,0.107,10.7,49.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1501,2025-08-05,28,32,154.1,20,0.312,10.7,67.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1502,2025-08-05,16,15,69.0,9,0.145,10.7,45.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1530,2025-08-05,62,62,304.7,40,0.663,10.7,61.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1545,2025-08-05,32,32,141.8,20,0.314,10.2,57.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1550,2025-08-05,13,14,76.2,10,0.150,10.7,54.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1600,2025-08-05,46,46,194.0,29,0.421,11.0,61.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1606,2025-08-05,19,15,99.5,14,0.207,10.9,47.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1638,2025-08-05,14,6,124.5,12,0.276,10.6,44.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1646,2025-08-05,32,32,139.6,19,0.296,10.7,72.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1654,2025-08-05,34,30,171.0,24,0.361,10.7,46.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1702,2025-08-05,35,32,223.6,27,0.490,10.7,70.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1710,2025-08-05,16,16,66.8,10,0.128,10.7,50.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1734,2025-08-05,15,15,135.0,14,0.279,10.7,55.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1750,2025-08-05,23,26,100.1,17,0.218,10.7,63.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1758,2025-08-05,16,17,44.1,5,0.089,10.8,51.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1806,2025-08-05,12,12,48.5,8,0.115,10.5,58.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1814,2025-08-05,3,2,15.8,2,0.032,10.6,52.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1846,2025-08-05,4,4,11.0,2,0.031,10.6,29.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1854,2025-08-05,6,6,33.9,5,0.070,10.7,48.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1902,2025-08-05,4,4,21.6,4,0.039,10.6,49.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1910,2025-08-05,4,6,15.0,4,0.033,10.6,48.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1918,2025-08-05,8,5,53.2,8,0.123,0.0,42.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1942,2025-08-05,12,1,112.3,12,0.246,10.5,48.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1950,2025-08-05,4,4,13.8,3,0.026,10.4,41.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1958,2025-08-05,4,2,18.1,4,0.041,10.5,41.2
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,2006,2025-08-05,5,3,26.2,4,0.054,10.6,44.8
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0543,2025-08-06,0,10,0.0,0,0.000,10.5,31.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0550,2025-08-06,16,21,91.1,11,0.188,10.6,41.7
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0555,2025-08-06,8,9,50.0,7,0.110,10.6,35.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0632,2025-08-06,10,12,90.7,10,0.188,10.7,41.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0644,2025-08-06,14,9,101.5,12,0.215,10.9,45.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0653,2025-08-06,21,21,75.6,12,0.159,10.5,43.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0735,2025-08-06,0,11,0.0,0,0.000,10.5,37.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0742,2025-08-06,20,15,137.2,17,0.291,10.7,52.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0749,2025-08-06,17,17,135.4,16,0.280,10.8,43.5
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0827,2025-08-06,12,8,96.4,10,0.195,11.1,52.1
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0842,2025-08-06,16,4,135.4,15,0.301,10.8,49.4
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0849,2025-08-06,8,8,46.7,5,0.092,10.7,46.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0930,2025-08-06,0,1,0.0,0,0.000,10.6,39.3
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,0939,2025-08-06,15,15,49.9,8,0.108,10.7,51.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,0943,2025-08-06,18,17,76.6,11,0.160,0.0,51.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1021,2025-08-06,24,23,88.5,15,0.200,11.0,45.0
600,Rapid 6-Sepulveda Boulevard,1-Weekday,Inbound,1035,2025-08-06,7,3,34.6,6,0.075,10.6,41.6
600,Rapid 6-Sepulveda Boulevard,1-Weekday,outbound,1035,2025-08-06,18,18,89.5,13,0.176,10.7,49.5
